budget,homepage,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_list,keywords_list,studios_list,actor_1,actor_2,actor_3,director,has_tagline,release_year,release_month
6000000.0,,37206,en,A Shine of Rainbows,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all.",12.099486,2009-10-01,,101.0,Released,An abandoned child brings the colors of love into their lives.,A Shine of Rainbows,6.3,14,Drama|Family,orphan|rainbow,Octagon Films|Sepia Films,Connie Nielsen,Aidan Quinn,John Bell,Vic Sarin,1,2009,10
450000.0,http://www.malevolencemovie.com/,54702,en,Malevolence,"It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.",1.077321,2004-09-10,,90.0,Released,,Malevolence,4.9,14,Crime|Horror|Thriller,hostage|psychopath|abandoned house|serial killer|slasher|desolate|farmland|country|isolated,,Samantha Dark,Heather Magee,Richard Glover,Stevan Mena,0,2004,9
36000000.0,,75531,de,Isn't She Great,"An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann, the famed writer of ""The Valley Of The Dolls"" and other trashy novels. Facing a failing career, Susann meets a successful promoter who becomes her husband. After several failures to place her in commercials and a TV quiz show, he hits upon the idea for her to become a writer. In the pre-60's, her books were looked upon as trash and non-printable. But then the sexual revolution hit and an audience was born for her books. The story shows the hidden behind the scenes story of Susan's life, including her autistic son and her continuing bout with cancer that she hid up to her death",1.068453,2000-01-28,3003296.0,95.0,Released,Talent Isn't Everything...,Isn't She Great,4.6,14,Drama|Comedy,autism|based on article,Universal Pictures|Mutual Film Company|Toho Company|British Broadcasting Corporation (BBC)|Marubeni|Tele München Fernseh Produktionsgesellschaft (TMG)|Lobell/Bergman Productions,Bette Midler,Nathan Lane,Stockard Channing,Andrew Bergman,1,2000,1
9000000.0,http://www.princesskaiulanimovie.com/,39806,en,Princess Kaiulani,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.",0.717811,2010-05-14,771499.0,130.0,Released,Her heart was torn between love and the future of Hawaii...,Princess Kaiulani,4.8,14,Drama,biography|historical figure|princess|drama|based on true story,Island Film Group|Trailblazer Films|Screen East,Q'orianka Kilcher,Barry Pepper,Will Patton,Marc Forby,1,2010,5
2000000.0,http://www.sonyclassics.com/higherground/,50875,en,Higher Ground,A chronicle of one woman's lifelong struggle with her faith.,1.699101,2011-08-26,841733.0,109.0,Post Production,,Higher Ground,5.3,14,Drama|Thriller,baby|wife husband relationship|christian|faith|independent film|evangelical christianity|woman director,,Vera Farmiga,Donna Murphy,Dagmara Domińczyk,Vera Farmiga,0,2011,8
7000000.0,,16651,en,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",2.206097,2001-04-12,4720371.0,113.0,Released,An Epic Journey.,The Other Side of Heaven,6.7,14,Action|Adventure|Drama|Family,based on novel|biography,3Mark Entertainment,Christopher Gorham,Anne Hathaway,Joe Folau,Mitch Davis,1,2001,4
32000000.0,,5494,en,George and the Dragon,A knight returning from the Crusades takes on a dragon and becomes a legend.,4.120549,2004-03-28,,93.0,Released,,George and the Dragon,5.0,13,Adventure,swordplay|hero|sword|dragon,Carousel Picture Company|ApolloMedia Distribution|Ravenhouse Entertainment,James Purefoy,Piper Perabo,Patrick Swayze,Tom Reeve,0,2004,3
,,45791,en,And When Did You Last See Your Father?,The story of a son's conflicting memories of his dying father.,1.939054,2007-10-05,92.0,92.0,Released,Between every father and his son there is a story to be told.,When Did You Last See Your Father?,6.9,13,Drama,father son relationship|memory|hospital|confrontation|family|illness|old girlfriend,Intandem Films|Film4|Number 9 Films|Tiger Aspect Pictures|Father Features|Audley Films|Comptom Investments,Jim Broadbent,Colin Firth,Juliet Stevenson,Anand Tucker,1,2007,10
800000.0,http://www.lhp.com.sg/victor/,25461,en,Raising Victor Vargas,"The film follows Victor, a Lower East Side teenager, as he deals with his eccentric family, including his strict grandmother, his bratty sister, and a younger brother who completely idolizes him. Along the way he tries to win the affections of Judy, who is very careful and calculating when it comes to how she deals with men.",3.643662,2002-05-16,2816116.0,88.0,Released,,Raising Victor Vargas,7.8,13,Drama|Romance,independent film,,Victor Rasuk,Judy Marte,Melonie Diaz,Peter Sollett,0,2002,5
1200000.0,,59917,en,Cotton Comes to Harlem,The Charismatic black nationalist leader Rev Deke O'Malley is trying to sell the people of Harlem a dream. Invest $100 in his company and live in Africa. But cops Gravedigger and Coffin know all about Deke and his fraudulent schemes that take advantage of the poor and the ignorant and can't wait for a chance to expose him.,1.079125,1970-05-27,,97.0,Released,"Introducing COFFIN ED and GRAVEDIGGER, two detectives only a mother could love.",Cotton Comes to Harlem,6.7,13,Action|Adventure,blaxploitation,,Godfrey Cambridge,Raymond St. Jacques,Calvin Lockhart,Ossie Davis,1,1970,5
9000000.0,,137347,en,Closer to the Moon,A Romanian police officer teams up with a small crew of bank robbers to pull off a heist by convincing everyone at the scene of the crime that they are only filming a movie.,9.159265,2013-11-29,,112.0,Released,,Closer to the Moon,6.4,13,Comedy|Drama,bank robbery,Mandragora Movies|Agresywna Banda|Denis Friedman Productions,Vera Farmiga,Mark Strong,Harry Lloyd,Nae Caranfil,0,2013,11
500000.0,,45145,en,Johnny Suede,A struggling young musician and devoted fan of Ricky Nelson wants to be just like his idol and become a rock star.,1.354816,1991-08-18,,97.0,Released,Keeping up an image can be a full time job.,Johnny Suede,4.7,13,Comedy|Romance,sex|nightclub|nudity|musician|song|rock|idol|music|rent|liar|independent film,Vega Film|Balthazar Productions|Starr|Arena,Brad Pitt,Calvin Levels,Catherine Keener,Tom DiCillo,1,1991,8
1000000.0,,46989,en,Blue Car,"Gifted 18-year-old Meg has been abandoned by her father and neglected by her hardworking mother. Left to care for her emotionally disturbed younger sister, her world begins to unravel. She finds an outlet in writing poetry and support from her English teacher, Mr. Auster. But what started out as a mentoring relationship begins to get a bit more complex.",0.672695,2002-01-11,464000.0,92.0,Released,Ready or not... the future comes just the same.,Blue Car,6.7,13,Drama,independent film|woman director,,Margaret Colin,Agnes Bruckner,David Strathairn,Karen Moncrieff,1,2002,1
1200000.0,,137955,en,Crowsnest,"In late summer of 2011, five young friends on a road trip went missing after being attacked by nomadic cannibals in a huge RV. Video was recorded by the victims &amp; recovered by police as evidence in their still-unsolved murders.",0.057564,2012-01-01,,84.0,Released,,Crowsnest,4.8,12,,,,Unknown,Unknown,Unknown,Unknown,0,2012,1
15000000.0,,370980,it,Chiamatemi Francesco - Il Papa della gente,,0.738646,2015-12-03,,105.0,Released,,Chiamatemi Francesco - Il Papa della gente,7.3,12,Drama,pope|biography,Taodue Film,Rodrigo de la Serna,Sergio Hernández,Àlex Brendemühl,Daniele Luchetti,0,2015,12
1455000.0,,39209,en,Shalako,"Sean Connery is Shalako, a guide in the old West who has to rescue an aristocratic British hunting party from Indians and bandits.",3.598457,1968-11-06,2620000.0,113.0,Released,Sean Connery is Shalako! Shalako means action! Action means Bardot!,Shalako,5.4,12,Western,native american|gunfighter|hunting party,Central Cinema Company Film|Palomar Pictures International|Kingston Film Productions Ltd.,Sean Connery,Brigitte Bardot,Jack Hawkins,Edward Dmytryk,1,1968,11
20000000.0,http://8x.com/onenight/main.html,15005,en,One Night with the King,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,2006-10-13,13391174.0,123.0,Released,Feel The Touch Of Destiny,One Night with the King,6.1,12,Drama,based on novel|persia|queen|esther,Gener8Xion Entertainment,Tiffany Dupont,Peter O'Toole,Luke Goss,Michael O. Sajbel,1,2006,10
9000000.0,http://www.undiscoveredfilm.com/,17926,en,Undiscovered,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,2.009597,2005-08-26,1046166.0,97.0,Released,They Know Each Other By Heart.,Undiscovered,4.5,12,Comedy|Romance,independent film|aspiring singer|singer|los angeles,Lakeshore Entertainment|Intermedia Films|Cinerenta Medienbeteiligungs KG,Kip Pardue,Carrie Fisher,Shannyn Sossamon,Meiert Avis,1,2005,8
10000000.0,,27322,en,Love Jones,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friend, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",1.000178,1997-03-14,,104.0,Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12,Comedy|Drama|Romance,sex|ex-boyfriend|independent film|african american,New Line Cinema|Addis Wechsler Pictures,Larenz Tate,Nia Long,Isaiah Washington,Theodore Witcher,1,1997,3
250.0,,51942,en,I Married a Strange Person!,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",0.293649,1998-08-28,203.0,72.0,Released,,I Married a Strange Person!,7.5,12,Drama|Comedy|Animation,,Bill Plympton Studios,Charis Michelsen,Tom Larson,Richard Spore,Bill Plympton,0,1998,8
18000000.0,,22479,en,Kansas City,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934.",5.380733,1996-08-16,,116.0,Released,"Kansas City, 1934. Anything could happen here. One night it did.",Kansas City,6.1,12,Thriller|Drama|Music|Crime,politician|kansas city|election|jazz music,Fine Line Features|CiBy 2000|Sandcastle 5 Productions,Jennifer Jason Leigh,Miranda Richardson,Harry Belafonte,Robert Altman,1,1996,8
6000000.0,http://the5thquartermovie.com/,59728,en,The 5th Quarter,"In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",0.215464,2011-03-25,399611.0,97.0,Released,Rising from tragedy to triumph,The 5th Quarter,4.7,12,Drama,american football|loss of brother|funeral|sport|prayer|gymnasium|coach|based on true story|number in title|family relationships|auto accident,McCreary Entertainment|Angel City Pictures,Aidan Quinn,Andie MacDowell,Ryan Merriman,Rick Bieber,1,2011,3
20000000.0,,32316,en,Marci X,A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.,5.65327,2003-08-22,1675706.0,84.0,Released,Uptown Gets Down.,Marci X,3.3,12,Comedy,,Paramount Pictures,Lisa Kudrow,Damon Wayans,Richard Benjamin,Richard Benjamin,1,2003,8
10000000.0,,30973,en,The Visual Bible: The Gospel of John,A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,3.208172,2003-09-11,4069090.0,125.0,Released,For God loved the world So much...,The Visual Bible: The Gospel of John,8.2,12,Drama|History,miracle|jesus christ|last supper|bible|christian|god|sermon on the mount,Gospel of John Ltd.|Toronto Film Studios|Visual Bible International,Christopher Plummer,Henry Ian Cusick,Stuart Bunce,Philip Saville,1,2003,9
